id,title,price,currency,location,condition,brand,date_posted,url,scraped_at,brand_version,price_range,is_brand_new,title_length,ram_gb,storage_gb
118,Samsung Galaxy A04e (Used),13000.0,LKR,Kandy,Used,Samsung,4 hours,https://ikman.lk/en/ad/samsung-galaxy-a04e-used-for-sale-kandy-317,2026-02-21 02:37:14,A04E,10k-30k,0,26,,
119,Samsung Galaxy S21 FE (Used),25500.0,LKR,Gampaha,Used,Samsung,4 hours,https://ikman.lk/en/ad/samsung-galaxy-s21-fe-exynos-used-for-sale-gampaha,2026-02-21 02:37:14,S21,10k-30k,0,28,,
120,Apple iPhone 14 Pro Max (Used),165000.0,LKR,Ampara,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-max-used-for-sale-ampara-363,2026-02-21 02:37:14,14,100k-200k,0,30,,
121,Apple iPhone 15 Pro (Used),225000.0,LKR,Gampaha,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-15-pro-used-for-sale-gampaha-357,2026-02-21 02:37:14,15,>200k,0,26,,
122,Xiaomi Redmi Note 7 (Used),19000.0,LKR,Badulla,Used,Xiaomi,4 hours,https://ikman.lk/en/ad/realme-2022-used-for-sale-badulla,2026-02-21 02:37:14,7,10k-30k,0,26,,
123,Robotek Wireless Bluetooth Neckband Earphones,5500.0,LKR,Galle,Unknown,Other,4 hours,https://ikman.lk/en/ad/robotek-wireless-bluetooth-neckband-earphones-for-sale-galle,2026-02-21 02:37:14,ROBOTEK,<10k,0,45,,
124,Xiaomi Redmi Note 13 256GB 8GB (Used),44000.0,LKR,Kegalle,Used,Xiaomi,4 hours,https://ikman.lk/en/ad/xiaomi-redmi-note-13-256gb-8gb-used-for-sale-kegalle-1,2026-02-21 02:37:14,13,30k-60k,0,37,,256.0
125,Apple iPhone 15 Plus 128GB (Used),155000.0,LKR,Kandy,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-15-plus-128gb-used-for-sale-kandy-67,2026-02-21 02:37:14,15,100k-200k,0,33,,128.0
126,Apple iPhone 7 Plus (Used),17000.0,LKR,Gampaha,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-7-plus-used-for-sale-gampaha-8966,2026-02-21 02:37:14,7,10k-30k,0,26,,
127,Samsung Galaxy S24 Ultra 512GB (Used),162000.0,LKR,Trincomalee,Used,Samsung,4 hours,https://ikman.lk/en/ad/samsung-galaxy-s24-ultra-512gb-used-for-sale-trincomalee-6,2026-02-21 02:37:14,S24,100k-200k,0,37,,512.0
128,Apple iPhone 11 Pro (Used),63000.0,LKR,Batticaloa,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-11-pro-0754929984-used-for-sale-batticaloa-1,2026-02-21 02:37:14,11,60k-100k,0,26,,
129,Apple iPhone 14 Pro 256GB (Used),155000.0,LKR,Anuradhapura,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-anuradhapura-107,2026-02-21 02:37:14,14,100k-200k,0,32,,256.0
130,Apple iPhone 11 (Used),31000.0,LKR,Gampaha,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-gampaha-4084,2026-02-21 02:37:14,11,30k-60k,0,22,,
131,Samsung Galaxy Quantum 2 (Used),27000.0,LKR,Matara,Used,Samsung,4 hours,https://ikman.lk/en/ad/samsung-galaxy-quantum-2-used-for-sale-matara,2026-02-21 02:37:14,2,10k-30k,0,31,,
132,Nokia 3310 (Used),4000.0,LKR,Kurunegala,Used,Nokia,4 hours,https://ikman.lk/en/ad/nokia-3310-2000-used-for-sale-kurunegala,2026-02-21 02:37:14,3310,<10k,0,17,,
133,Apple iPhone 12 Pro 128GB (Used),77000.0,LKR,Colombo,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-128gb-used-for-sale-colombo-5623,2026-02-21 02:37:14,12,60k-100k,0,32,,128.0
134,Apple iPhone 7 128GB (Used),21000.0,LKR,Colombo,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-7-128gb-used-for-sale-colombo-14464,2026-02-21 02:37:14,7,10k-30k,0,27,,128.0
135,Oppo Reno 8 5G |12GB|256GB (Used),57999.0,LKR,Colombo,Used,Oppo,4 hours,https://ikman.lk/en/ad/oppo-reno-8-5g-12gb256gb-used-for-sale-colombo-1,2026-02-21 02:37:14,8,30k-60k,0,33,,12.0
136,Apple iPhone 14 128GB/256GB (Used),119900.0,LKR,Colombo,Used,Apple,,https://ikman.lk/en/ad/apple-iphone-14-128gb-256gb-used-for-sale-colombo-95,2026-02-21 02:37:17,14,100k-200k,0,34,,128.0
137,Samsung Galaxy S23 256GB/512GB 8GBRam (Used),104900.0,LKR,Colombo,Used,Samsung,,https://ikman.lk/en/ad/samsung-galaxy-s23-256gb-512gb-8gbram-used-for-sale-colombo,2026-02-21 02:37:17,S23,100k-200k,0,44,8.0,256.0
138,Xiaomi Redmi 15C 8GB 256GB (Brand New),45000.0,LKR,Colombo,Brand New,Xiaomi,,https://ikman.lk/en/ad/xiaomi-redmi-15c-8gb-256gb-brand-new-for-sale-colombo-14,2026-02-21 02:37:17,15C,30k-60k,1,38,,8.0
139,Apple iPhone 13 Pro 256GB (Used),139999.0,LKR,Colombo,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-colombo-3708,2026-02-21 02:37:17,13,100k-200k,0,32,,256.0
140,Apple iPhone 13 Pro 256GB [Sierra Blue] (Used),139999.0,LKR,Colombo,Used,Apple,4 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-sierra-blue-used-for-sale-colombo-85,2026-02-21 02:37:17,13,100k-200k,0,46,,256.0
141,Apple iPhone 14 (Used),135000.0,LKR,Jaffna,Used,Apple,5 hours,https://ikman.lk/en/ad/apple-iphone-14-used-for-sale-jaffna-118,2026-02-21 02:37:17,14,100k-200k,0,22,,
142,Apple iPhone 13 Pro 512GB (Used),105000.0,LKR,Kandy,Used,Apple,5 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-512gb-used-for-sale-kandy-30,2026-02-21 02:37:17,13,100k-200k,0,32,,512.0
143,Apple iPhone 12 Pro Max (Used),90000.0,LKR,Batticaloa,Used,Apple,5 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-max-used-for-sale-batticaloa-613,2026-02-21 02:37:17,12,60k-100k,0,30,,
144,Apple iPhone 13 mini 128GB (Used),62500.0,LKR,Badulla,Used,Apple,5 hours,https://ikman.lk/en/ad/apple-iphone-13-mini-mini-128gb-used-for-sale-badulla,2026-02-21 02:37:17,13,60k-100k,0,33,,128.0
145,Apple iPhone 11 (Used),70000.0,LKR,Colombo,Used,Apple,5 hours,https://ikman.lk/en/ad/apple-iphone-11-used-for-sale-colombo-8201,2026-02-21 02:37:17,11,60k-100k,0,22,,
146,Apple iPhone 13 Pro Max 512GB (Used),158000.0,LKR,Gampaha,Used,Apple,5 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-max-512gb-used-for-sale-gampaha-479,2026-02-21 02:37:17,13,100k-200k,0,36,,512.0
147,S100 Smart Watch,1650.0,LKR,Kalutara,Unknown,Other,5 hours,https://ikman.lk/en/ad/s100-smart-watch-for-sale-kalutara,2026-02-21 02:37:17,S100,<10k,0,16,,
148,Moto E22s (Used),14500.0,LKR,Colombo,Used,Other,5 hours,https://ikman.lk/en/ad/moto-e22s-used-for-sale-colombo-1,2026-02-21 02:37:17,E22S,10k-30k,0,16,,
149,Apple iPhone 12 128GB (Used),65000.0,LKR,Kegalle,Used,Apple,5 hours,https://ikman.lk/en/ad/apple-iphone-12-used-for-sale-kegalle-238,2026-02-21 02:37:17,12,60k-100k,0,28,,128.0
150,Xiaomi Redmi Note 13 8/256GB (Used),27000.0,LKR,Anuradhapura,Used,Xiaomi,5 hours,https://ikman.lk/en/ad/xiaomi-redmi-note-13-88-256gb-used-for-sale-anuradhapura,2026-02-21 02:37:17,13,10k-30k,0,35,,256.0
151,Samsung Galaxy S24 8GB|256GB Dual sim (Used),128000.0,LKR,Colombo,Used,Samsung,5 hours,https://ikman.lk/en/ad/samsung-galaxy-s24-8gb256gb-dual-sim-used-for-sale-colombo-5,2026-02-21 02:37:17,S24,100k-200k,0,44,,8.0
152,Samsung Galaxy A04e (Used),17000.0,LKR,Kurunegala,Used,Samsung,5 hours,https://ikman.lk/en/ad/samsung-galaxy-a04e-used-for-sale-kurunegala-124,2026-02-21 02:37:17,A04E,10k-30k,0,26,,
153,Airpods Gen,3050.0,LKR,Kandy,Unknown,Other,5 hours,https://ikman.lk/en/ad/airpods-gen-for-sale-kandy,2026-02-21 02:37:17,AIRPODS,<10k,0,11,,
154,Apple iPhone 12 128GB (Used),84990.0,LKR,Colombo,Used,Apple,5 hours,https://ikman.lk/en/ad/apple-iphone-12-128gb-used-for-sale-colombo-9727,2026-02-21 02:37:17,12,60k-100k,0,28,,128.0
155,Huawei Y7 3GB 32GB (Used),5500.0,LKR,Monaragala,Used,Huawei,5 hours,https://ikman.lk/en/ad/huawei-y7-3gb-32gb-used-for-sale-monaragala,2026-02-21 02:37:17,Y7,<10k,0,25,,3.0
156,Apple iPhone 11 128GB (Used),69990.0,LKR,Colombo,Used,Apple,5 hours,https://ikman.lk/en/ad/apple-iphone-11-128gb-used-for-sale-colombo-19063,2026-02-21 02:37:17,11,60k-100k,0,28,,128.0
157,The T10 Ultra3 Smartwatch,2650.0,LKR,Kandy,Unknown,Other,5 hours,https://ikman.lk/en/ad/the-t10-ultra3-smartwatch-for-sale-kandy,2026-02-21 02:37:17,T10,<10k,0,25,,
158,Apple iPhone 11 (Used),65500.0,LKR,Polonnaruwa,Used,Apple,5 hours,https://ikman.lk/en/ad/apple-iphone-11-i-phone-used-for-sale-polonnaruwa-29,2026-02-21 02:37:17,11,60k-100k,0,22,,
159,Apple iPhone 7 (Used),24000.0,LKR,Gampaha,Used,Apple,5 hours,https://ikman.lk/en/ad/apple-iphone-7-used-for-sale-gampaha-10987,2026-02-21 02:37:17,7,10k-30k,0,21,,
160,Honor X6 4GB RAM 128GB (Brand New),29999.0,LKR,Colombo,Brand New,Honor,5 hours,https://ikman.lk/en/ad/honor-x6-4gb-ram-128gb-brand-new-for-sale-colombo,2026-02-21 02:37:17,X6,10k-30k,1,34,4.0,128.0
161,Apple iPhone 7 Plus (Used),23500.0,LKR,Colombo,Used,Apple,5 hours,https://ikman.lk/en/ad/apple-iphone-7-plus-used-for-sale-colombo-11968,2026-02-21 02:37:17,7,10k-30k,0,26,,
162,Apple iPhone 13 Pro Max 256GB (Used),140000.0,LKR,Ratnapura,Used,Apple,5 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-max-256gb-used-for-sale-ratnapura-194,2026-02-21 02:37:17,13,100k-200k,0,36,,256.0
163,Apple 20W Adapter,4500.0,LKR,Gampaha,Unknown,Apple,5 hours,https://ikman.lk/en/ad/apple-20w-adapter-for-sale-gampaha,2026-02-21 02:37:17,20W,<10k,0,17,,
164,Vivo Y93 6GB/128GBâ¢~~Â® (Used),9300.0,LKR,Colombo,Used,Vivo,,https://ikman.lk/en/ad/vivo-y93-6gb-128gbr-used-for-sale-colombo-31,2026-02-21 02:37:20,Y93,<10k,0,32,,6.0
165,Google Pixel 8 Pro FULL SET BOX 2 SIM. (Brand New),95000.0,LKR,Colombo,Brand New,Google,,https://ikman.lk/en/ad/google-pixel-8-pro-full-set-box-2-sim-brand-new-for-sale-colombo-4,2026-02-21 02:37:20,8,60k-100k,1,50,,
166,Apple iPhone 12 Pro 512GB (Used),84999.0,LKR,Kalutara,Used,Apple,,https://ikman.lk/en/ad/apple-iphone-12-pro-512gb-used-for-sale-kalutara-70,2026-02-21 02:37:20,12,60k-100k,0,32,,512.0
167,Apple iPhone 16 (Used),167000.0,LKR,Colombo,Used,Apple,5 hours,https://ikman.lk/en/ad/apple-iphone-16-used-for-sale-colombo-397,2026-02-21 02:37:20,16,100k-200k,0,22,,
168,Xiaomi Poco X3 NFC Blue (Used),23000.0,LKR,Gampaha,Used,Xiaomi,5 hours,https://ikman.lk/en/ad/xiaomi-poco-x3-nfc-blue-used-for-sale-gampaha,2026-02-21 02:37:20,X3,10k-30k,0,30,,
169,UMIDIGI G9x (Used),16500.0,LKR,Monaragala,Used,Other,5 hours,https://ikman.lk/en/ad/umidigi-used-for-sale-monaragala,2026-02-21 02:37:20,G9X,10k-30k,0,18,,
170,ASPOR 10000mAh 22.5W Power Bank (Model A335),3050.0,LKR,Kandy,Unknown,Other,5 hours,https://ikman.lk/en/ad/aspor-10000mah-225w-power-bank-model-a335-for-sale-kandy,2026-02-21 02:37:20,10000MAH,<10k,0,44,,
171,Sony Xperia 1 II 128GB 8GB RAM 5G (Used),37500.0,LKR,Colombo,Used,Sony,,https://ikman.lk/en/ad/sony-xperia-1-ii-128gb-8gb-ram-5g-used-for-sale-colombo-3,2026-02-21 02:37:24,1,30k-60k,0,40,8.0,128.0
172,Xiaomi Mi 11X 12GB 128GB (Used),37000.0,LKR,Puttalam,Used,Xiaomi,,https://ikman.lk/en/ad/xiaomi-mi-11x-12gb-128gb-used-for-sale-puttalam,2026-02-21 02:37:24,11X,30k-60k,0,31,,12.0
173,Samsung Galaxy F07 (Used),40999.0,LKR,Kalutara,Used,Samsung,1 hour,https://ikman.lk/en/ad/samsung-galaxy-f07-brand-new-for-sale-kalutara,2026-02-21 02:37:24,F07,30k-60k,0,25,,
174,Samsung Galaxy M11 4GB RAM 32GB (Used),12500.0,LKR,Puttalam,Used,Samsung,1 hour,https://ikman.lk/en/ad/samsung-galaxy-m11-4gb-ram-32gb-used-for-sale-puttalam-3,2026-02-21 02:37:24,M11,10k-30k,0,38,4.0,32.0
175,Apple iPhone 17 Pro 512GB (Brand New),435000.0,LKR,Colombo,Brand New,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-17-pro-512gb-brand-new-for-sale-colombo-58,2026-02-21 02:37:24,17,>200k,1,37,,512.0
176,Apple iPhone 14 128GB (Used),119999.0,LKR,Gampaha,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-14-128gb-used-for-sale-gampaha-2070,2026-02-21 02:37:24,14,100k-200k,0,28,,128.0
177,Vivo T4 (Used),49900.0,LKR,Colombo,Used,Vivo,1 hour,https://ikman.lk/en/ad/vivo-t4-used-for-sale-colombo,2026-02-21 02:37:24,T4,30k-60k,0,14,,
178,Apple iPhone 16 Plus 128GB (Brand New),245000.0,LKR,Colombo,Brand New,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-16-plus-128gb-brand-new-for-sale-colombo-209,2026-02-21 02:37:24,16,>200k,1,38,,128.0
179,Samsung Galaxy A56 12GB|256GB (Brand New),110000.0,LKR,Colombo,Brand New,Samsung,1 hour,https://ikman.lk/en/ad/samsung-galaxy-a56-12gb256gb-brand-new-for-sale-colombo-99,2026-02-21 02:37:24,A56,100k-200k,1,41,,12.0
180,HK10 Pro Max Smart Watch - Gold,7800.0,LKR,Colombo,Unknown,Other,1 hour,https://ikman.lk/en/ad/hk10-pro-max-smart-watch-gold-for-sale-colombo-4,2026-02-21 02:37:24,HK10,<10k,0,31,,
181,Apple iPhone 16 128GB (Brand New),221000.0,LKR,Colombo,Brand New,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-16-128gb-brand-new-for-sale-colombo-966,2026-02-21 02:37:24,16,>200k,1,33,,128.0
182,HONOR CHOICE Watch 2i Amoled GPS 10M Waterproof (Singer War),12750.0,LKR,Gampaha,Unknown,Honor,1 hour,https://ikman.lk/en/ad/honor-choice-watch-2i-amoled-gps-10m-waterproof-singer-war-for-sale-gampaha,2026-02-21 02:37:24,2I,10k-30k,0,60,,
183,Apple iPhone 15 128GB (Brand New),185000.0,LKR,Colombo,Brand New,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-15-128gb-brand-new-for-sale-colombo-962,2026-02-21 02:37:24,15,100k-200k,1,33,,128.0
184,ZTE V80 Pro 8/256GB (Brand New),49500.0,LKR,Gampaha,Brand New,ZTE,1 hour,https://ikman.lk/en/ad/zte-v80-pro-8-256gb-brand-new-for-sale-gampaha,2026-02-21 02:37:24,V80,30k-60k,1,31,,256.0
185,Google Pixel 7 5G 8GB RAM 128GB (Used),69990.0,LKR,Kegalle,Used,Google,1 hour,https://ikman.lk/en/ad/google-pixel-7-5g-8gb-ram-128gb-used-for-sale-kegalle-1,2026-02-21 02:37:24,7,60k-100k,0,38,8.0,128.0
186,Google Pixel 6 5G 8GB RAM 128GB (New),69990.0,LKR,Kegalle,Unknown,Google,1 hour,https://ikman.lk/en/ad/google-pixel-6-5g-8gb-ram-128gb-new-for-sale-kegalle,2026-02-21 02:37:24,6,60k-100k,0,37,8.0,128.0
187,Apple iPhone 15 256GB (Brand New),221000.0,LKR,Colombo,Brand New,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-15-256gb-brand-new-for-sale-colombo-272,2026-02-21 02:37:24,15,>200k,1,33,,256.0
188,Apple iPhone 14 Pro 256GB (Used),179500.0,LKR,Gampaha,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-14-pro-256gb-used-for-sale-gampaha-2372,2026-02-21 02:37:24,14,100k-200k,0,32,,256.0
189,Xiaomi Redmi 15C (Brand New),52499.0,LKR,Colombo,Brand New,Xiaomi,1 hour,https://ikman.lk/en/ad/xiaomi-redmi-15c-brand-new-for-sale-colombo-151,2026-02-21 02:37:24,15C,30k-60k,1,28,,
190,Honor X6b 6GB RAM 128GB (Used),24000.0,LKR,Puttalam,Used,Honor,1 hour,https://ikman.lk/en/ad/honor-x6b-6gb-ram-128gb-used-for-sale-puttalam-1,2026-02-21 02:37:24,X6B,10k-30k,0,30,6.0,128.0
191,Mibro Smart Watch C4,11800.0,LKR,Colombo,Unknown,Other,1 hour,https://ikman.lk/en/ad/mibro-smart-watch-c4-for-sale-colombo-5,2026-02-21 02:37:24,C4,10k-30k,0,20,,
192,Nubia Liveclip Over Earpods (Singer Warranty),6500.0,LKR,Gampaha,Unknown,Other,1 hour,https://ikman.lk/en/ad/nubia-liveclip-over-earpods-singer-warranty-for-sale-gampaha,2026-02-21 02:37:24,NUBIA,<10k,0,45,,
193,Honor X7 Lite ANC Bluetooth Earbuds,6750.0,LKR,Gampaha,Unknown,Honor,1 hour,https://ikman.lk/en/ad/honor-x7-lite-anc-bluetooth-earbuds-for-sale-gampaha-2,2026-02-21 02:37:24,X7,<10k,0,35,,
194,Apple iPhone 11 256GB (Used),69000.0,LKR,Colombo,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-11-256gb-used-for-sale-colombo-2190,2026-02-21 02:37:24,11,60k-100k,0,28,,256.0
195,ZTE nubia Air 5G 8/256GB (Brand New),64500.0,LKR,Gampaha,Brand New,ZTE,1 hour,https://ikman.lk/en/ad/zte-nubia-air-5g-8-256gb-brand-new-for-sale-gampaha-7,2026-02-21 02:37:24,5G,60k-100k,1,36,,256.0
196,Xiaomi Redmi 15C 8GB 256GB (Brand New),44500.0,LKR,Gampaha,Brand New,Xiaomi,1 hour,https://ikman.lk/en/ad/xiaomi-redmi-15c-8gb-256gb-brand-new-for-sale-gampaha-4,2026-02-21 02:37:24,15C,30k-60k,1,38,,8.0
197,Apple iPhone 16 128GB (Used),170000.0,LKR,Colombo,Used,Apple,1 hour,https://ikman.lk/en/ad/apple-iphone-16-128gb-used-for-sale-colombo-1055,2026-02-21 02:37:24,16,100k-200k,0,28,,128.0
198,Samsung Galaxy Buds 3,24990.0,LKR,Colombo,Unknown,Samsung,,https://ikman.lk/en/ad/samsung-galaxy-buds-3-for-sale-colombo-292,2026-02-21 02:37:28,3,10k-30k,0,21,,
199,Moto Motorola Edge 60 Pro (Used),72000.0,LKR,Trincomalee,Used,Motorola,7 hours,https://ikman.lk/en/ad/moto-motorola-edge-60-pro-used-for-sale-trincomalee,2026-02-21 02:37:28,60,60k-100k,0,32,,
200,Apple iPhone X (Used),26000.0,LKR,Jaffna,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-x-used-for-sale-jaffna-823,2026-02-21 02:37:28,IPHONE,10k-30k,0,21,,
201,Samsung Galaxy A56 5G (Brand New),85000.0,LKR,Kilinochchi,Brand New,Samsung,7 hours,https://ikman.lk/en/ad/samsung-galaxy-a56-5g-brand-new-for-sale-kilinochchi,2026-02-21 02:37:28,A56,60k-100k,1,33,,
202,Apple iPhone 14 128 (Used),120000.0,LKR,Colombo,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-14-128-used-for-sale-colombo-158,2026-02-21 02:37:28,14,100k-200k,0,26,,
203,Apple iPhone XS (Used),38000.0,LKR,Kegalle,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-kegalle-548,2026-02-21 02:37:28,IPHONE,30k-60k,0,22,,
204,Apple iPhone 11 Pro (Used),69000.0,LKR,Gampaha,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-11-pro-used-for-sale-gampaha-2124,2026-02-21 02:37:28,11,60k-100k,0,26,,
205,Apple iPhone 11 Pro Max (Used),92500.0,LKR,Kandy,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-11-pro-max-used-for-sale-kandy-1143,2026-02-21 02:37:28,11,60k-100k,0,30,,
206,Samsung Galaxy A03 Core (4/32GB) (Used),11000.0,LKR,Ampara,Used,Samsung,7 hours,https://ikman.lk/en/ad/samsung-galaxy-a03-core-4-32gb-used-for-sale-ampara-1,2026-02-21 02:37:28,A03,10k-30k,0,39,,32.0
207,ZTE nubia V60 Design (Used),45000.0,LKR,Colombo,Used,ZTE,7 hours,https://ikman.lk/en/ad/nubeya-v60-used-for-sale-colombo,2026-02-21 02:37:28,V60,30k-60k,0,27,,
208,Samsung Galaxy S23 (Used),65000.0,LKR,Gampaha,Used,Samsung,7 hours,https://ikman.lk/en/ad/samsung-galaxy-s23-used-for-sale-gampaha-58,2026-02-21 02:37:28,S23,60k-100k,0,25,,
209,Huawei Nova 3i (Used),15000.0,LKR,Colombo,Used,Huawei,7 hours,https://ikman.lk/en/ad/huawei-nova-3i-used-for-sale-colombo-2833,2026-02-21 02:37:28,3I,10k-30k,0,21,,
210,"Apple iPhone 12 Pro Max 256GB-Gold,Blue,Gray (Used)",129999.0,LKR,Colombo,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-12-pro-max-256gb-goldbluegray-used-for-sale-colombo,2026-02-21 02:37:28,12,100k-200k,0,51,,256.0
211,Apple iPhone 8 Plus (Used),30000.0,LKR,Puttalam,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-8-plus-used-for-sale-puttalam-659,2026-02-21 02:37:28,8,30k-60k,0,26,,
212,Samsung Galaxy M21s (Used),15000.0,LKR,Gampaha,Used,Samsung,7 hours,https://ikman.lk/en/ad/samsung-galaxy-m21s-2018-used-for-sale-gampaha,2026-02-21 02:37:28,M21S,10k-30k,0,26,,
213,Google Pixel 7 Pro (Used),84500.0,LKR,Anuradhapura,Used,Google,7 hours,https://ikman.lk/en/ad/google-pixel-7-pro-used-for-sale-anuradhapura-9,2026-02-21 02:37:28,7,60k-100k,0,25,,
214,Xiaomi Redmi 14C 256GB (Used),30000.0,LKR,Colombo,Used,Xiaomi,7 hours,https://ikman.lk/en/ad/xiaomi-redmi-14c-256gb-used-for-sale-colombo-20,2026-02-21 02:37:28,14C,30k-60k,0,29,,256.0
215,Tecno Spark 6 Go (Used),14000.0,LKR,Colombo,Used,Tecno,7 hours,https://ikman.lk/en/ad/tecno-spark-6-go-used-for-sale-colombo-99,2026-02-21 02:37:28,6,10k-30k,0,23,,
216,Apple iPhone 11 64GB (Used),43000.0,LKR,Colombo,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-11-64gb-used-for-sale-colombo-5866,2026-02-21 02:37:28,11,30k-60k,0,27,,64.0
217,Apple iPhone XS (Used),53000.0,LKR,Kurunegala,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-xs-used-for-sale-kurunegala-1590,2026-02-21 02:37:28,IPHONE,30k-60k,0,22,,
218,Apple iPhone 13 (Used),55000.0,LKR,Gampaha,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-13-used-for-sale-gampaha-1400,2026-02-21 02:37:28,13,30k-60k,0,22,,
219,Nokia 210 (Used),3500.0,LKR,Batticaloa,Used,Nokia,7 hours,https://ikman.lk/en/ad/nokia-210-used-for-sale-batticaloa,2026-02-21 02:37:28,210,<10k,0,16,,
220,Apple iPhone 13 Pro 256GB (Used),133000.0,LKR,Gampaha,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-13-pro-256gb-used-for-sale-gampaha-3343,2026-02-21 02:37:28,13,100k-200k,0,32,,256.0
221,Vivo Y11 (Used),12500.0,LKR,Badulla,Used,Vivo,7 hours,https://ikman.lk/en/ad/vivo-y11-used-for-sale-badulla-4,2026-02-21 02:37:28,Y11,10k-30k,0,15,,
222,Moto G4 Play (Brand New),38000.0,LKR,Colombo,Brand New,Other,7 hours,https://ikman.lk/en/ad/moto-g4-play-brand-new-for-sale-colombo,2026-02-21 02:37:28,G4,30k-60k,1,24,,
223,Honor X5b (Used),20000.0,LKR,Gampaha,Used,Honor,7 hours,https://ikman.lk/en/ad/honor-x5b-used-for-sale-gampaha-44,2026-02-21 02:37:28,X5B,10k-30k,0,16,,
224,Sony Xperia 1 v/5G/256GB Dualsim (Used),105000.0,LKR,Gampaha,Used,Sony,,https://ikman.lk/en/ad/sony-xperia-1-v-5g-256gb-dualsim-used-for-sale-gampaha-5,2026-02-21 02:37:32,1,100k-200k,0,39,,256.0
225,Samsung Galaxy A07 4GB+64GB (Brand New),26900.0,LKR,Colombo,Brand New,Samsung,,https://ikman.lk/en/ad/samsung-galaxy-a07-4gb64gb-brand-new-for-sale-colombo-48,2026-02-21 02:37:32,A07,10k-30k,1,39,,4.0
226,Xiaomi Redmi Note 15 8GB 256GB (Brand New),74500.0,LKR,Gampaha,Brand New,Xiaomi,,https://ikman.lk/en/ad/xiaomi-redmi-note-15-8gb-256gb-brand-new-for-sale-gampaha,2026-02-21 02:37:32,15,60k-100k,1,42,,8.0
227,Apple iPhone 16 Pro Max (Used),290000.0,LKR,Gampaha,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-16-pro-max-used-for-sale-gampaha-213,2026-02-21 02:37:32,16,>200k,0,30,,
228,Apple iPhone 11 Pro 256GB (Used),84999.0,LKR,Colombo,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-11-pro-256gb-used-for-sale-colombo-11452,2026-02-21 02:37:32,11,60k-100k,0,32,,256.0
229,OnePlus 9 Pro (Used),39500.0,LKR,Gampaha,Used,OnePlus,7 hours,https://ikman.lk/en/ad/oneplus-9-pro-used-for-sale-gampaha-1,2026-02-21 02:37:32,9,30k-60k,0,20,,
230,Apple iPhone 7 Plus 32GB (Used),45000.0,LKR,Kalutara,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-7-plus-i-phone-7-32gb-used-for-sale-kalutara,2026-02-21 02:37:32,7,30k-60k,0,31,,32.0
231,Google Pixel 5 (Used),34000.0,LKR,Gampaha,Used,Google,7 hours,https://ikman.lk/en/ad/google-pixel-5-used-for-sale-gampaha-384,2026-02-21 02:37:32,5,30k-60k,0,21,,
232,Apple iPhone 14 Pro Max 512GB (Used),190000.0,LKR,Colombo,Used,Apple,7 hours,https://ikman.lk/en/ad/apple-iphone-14-pro-max-512gb-used-for-sale-colombo-438,2026-02-21 02:37:32,14,100k-200k,0,36,,512.0
